HybridID,PC1,scaffold_21_284354,scaffold_21_603637,scaffold_21_954362,scaffold_21_1081954,scaffold_21_1168407,scaffold_21_1556666,scaffold_21_2181463,scaffold_21_2181470,scaffold_21_2190915,scaffold_21_2195347,scaffold_21_2485562,scaffold_21_2485563,scaffold_21_2514945,scaffold_21_2552192,scaffold_21_2717202,scaffold_21_2765502,scaffold_21_2910766,scaffold_21_3094096,scaffold_21_3109889,scaffold_21_3109907,scaffold_21_3203459,scaffold_21_3453237,scaffold_21_3699926,scaffold_21_4037299,scaffold_21_4044334,scaffold_21_4058266,scaffold_21_4568542,scaffold_21_4823705,scaffold_21_4930076,scaffold_21_4972994,scaffold_21_5147006,scaffold_21_5242487,scaffold_21_5349915,scaffold_21_5517604,scaffold_21_6232964,scaffold_21_6359869,scaffold_21_6549222,scaffold_21_6549302,scaffold_21_6551024,scaffold_21_6570168,scaffold_21_6570180,scaffold_21_6645830,scaffold_21_6663265
5502,-0.000994964,AA,BB,BB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB
5388,-0.000582511,AA,BB,BB,AA,AA,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB
5085,-0.000384557,AB,AB,AB,AA,AB,BB,AB,AB,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AB,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB
5168,-0.000338743,AA,BB,BB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5313,-0.000321575,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB
5125,-7.46E-05,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,AB,AB,AB,AA,AB,AB,BB,AB,AA,BB,AB,NA
5013,0.000204019,AB,AB,AB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5541,0.000257177,AA,BB,BB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AA,AB,AB,BB,AB,AB,AB,AB,BB,AB,AB,AA,AB,AB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5103,0.000721316,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,NA,BB,AA,BB,BB,BB,AA,AA,AA,AB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AB,AA,BB,AA
5093,0.000835461,AB,AB,AB,AA,AB,BB,AA,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AA,BB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB
5487,0.000930149,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AB,AA,BB,AA
5420,0.001027065,NA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,AB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5192,0.001062935,AA,BB,BB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,BB,AB,BB,BB,AB,NA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5407,0.001064746,AA,BB,BB,AA,BB,NA,NA,NA,AA,AA,AA,AA,BB,AA,BB,NA,AA,AA,BB,AA,BB,BB,NA,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,NA,AA
5521,0.001283078,NA,AA,NA,AA,BB,NA,NA,NA,AB,NA,BB,BB,NA,BB,NA,AA,AA,AA,AB,AB,AB,BB,AA,BB,NA,BB,AA,AB,NA,AB,NA,BB,AA,NA,BB,BB,BB,AB,AA,AA,BB,NA,BB
5309,0.001405621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5112,0.001502683,AA,BB,BB,AA,AB,BB,AB,AB,BB,AB,AB,AB,AB,AB,AB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AA,AB,BB,BB,BB,AB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5600,0.001836766,AB,BB,BB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB
5202,0.001969054,AA,BB,BB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB
5508,0.001998145,AA,NA,BB,NA,BB,NA,AA,AA,AA,NA,BB,BB,AA,BB,NA,NA,AB,BB,AA,BB,AB,AB,AA,NA,NA,BB,BB,AB,NA,BB,NA,NA,BB,AB,NA,AA,AA,NA,AA,AA,BB,BB,BB
5371,0.002011655,NA,BB,BB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,BB,AB,NA,BB,AA,BB,BB,BB,BB,NA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5359,0.002094144,AA,BB,BB,AA,AB,BB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AA,BB,AB,AB,BB,AB,AB,AB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5099,0.002665962,AA,BB,BB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AB,AA,BB,AA
5586,0.002866889,AA,BB,BB,AB,BB,AB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,NA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5108,0.003006218,AA,AB,AA,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB
5576,0.003468483,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,AB,AB,BB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AA,AB
5394,0.003568149,AA,BB,BB,AA,AB,BB,NA,NA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,BB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB
5073,0.003655222,AA,BB,BB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5432,0.003857418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5172,0.003973817,AA,BB,BB,AA,AB,BB,AA,AA,AB,AB,AB,AB,AB,AB,AA,AB,AB,BB,AB,AB,AB,AA,BB,AA,AB,AB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5567,0.003978125,AA,BB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,AB,AB,AB,AB,BB,BB,AB,AB,AB,AB,AB,BB,AB,AB,AB,AA,AB,AB,AB,AB,BB,AA,AB,AB
5376,0.0040363,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5544,0.004369034,AB,AA,BB,AA,AB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,AB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5123,0.00446828,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,NA,BB,AA,AA,BB,AA,BB,AB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AB,AA,BB,BB,NA,BB,NA,BB,AA,AB,AB
5301,0.004517089,AB,AB,AB,NA,AB,BB,AB,AB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AB,AA,AA,AB,AA,BB,AA
5603,0.004535162,AA,BB,BB,AA,AB,AB,BB,BB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AA,AB,AB,AB,AA,BB,AA,BB,AA,BB,AB,AB,AA,BB,AA,AB,BB,AA,AB,AA,AB,AB,AB,AB,BB,AB
5070,0.005097967,AB,AB,AB,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,AB,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB
5462,0.005375035,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,NA,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,AB,AA
5176,0.005507267,AB,AB,AB,AA,AB,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,BB,AA,AB,AA,AB
5316,0.005631572,AA,BB,BB,AB,AB,AA,AB,AB,BB,AB,AB,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,AA,AB,AB,AA,AA,AB,AB,AB,AB,AB,AB,BB,AB
5097,0.005728957,NA,NA,NA,AA,AA,BB,AA,AA,NA,NA,BB,BB,NA,BB,NA,AA,AB,AA,NA,NA,AA,AA,AA,BB,BB,NA,AA,AB,NA,NA,BB,NA,NA,BB,BB,AA,BB,BB,NA,AA,BB,NA,BB
5111,0.00578437,AA,BB,BB,AA,AB,BB,AB,AB,AB,AB,BB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5032,0.005819994,AB,AB,AB,AA,AB,BB,AA,AA,AB,BB,AB,AB,AB,AB,AA,AB,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,AB,AB,AB
5458,0.005953501,AA,BB,BB,AA,AB,BB,BB,BB,AA,AA,AA,AA,NA,AA,BB,BB,NA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,NA,BB,AA,AA,AA,BB,AA,BB,AA
5008,0.005991674,AA,BB,BB,AB,BB,AB,BB,BB,AA,AA,AA,AA,AB,AB,AB,AB,BB,AB,AA,BB,AB,BB,NA,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,BB,AB
5385,0.00607797,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5564,0.006203024,AB,AB,AB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,AB,BB,BB,AA,BB,AA,BB
5381,0.006280034,AA,BB,AB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB
5522,0.006341448,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,NA,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,NA,BB,AB,BB,BB,AB,AA,AA,AB,AA,BB,AB,AB,AB,BB
5127,0.006401507,AA,BB,BB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,BB,AA,AB,AB,AB,AB,BB,AB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5488,0.006430126,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5437,0.006517399,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AB,AA,BB,AA
5382,0.006669609,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,NA,AA,AA,AA,BB,AA,AA,AA,AB,AA,BB,AA
5181,0.006866976,AA,BB,BB,AB,BB,AB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,AB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5132,0.007129878,AA,BB,BB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AA,BB,AB,AA,AB,BB,BB,BB,NA,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5178,0.007253274,AB,BB,BB,BB,BB,AB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,NA,AA
5285,0.007896697,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB
5035,0.007957206,AB,AB,AB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB
5566,0.008290027,AB,AB,AB,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,AA,AA,AA,BB,BB,BB,AA,BB,BB,BB,AA,BB,AA,BB
5377,0.008346768,AA,BB,BB,NA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB
5205,0.008824736,AB,AB,AB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB
5081,0.009587816,AA,BB,BB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AB,AA,AA,BB,AA,BB,AA
5119,0.009725513,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5461,0.009751748,AA,NA,BB,AA,AB,BB,BB,BB,AA,AA,AA,AA,NA,AA,NA,NA,NA,AA,BB,AA,BB,NA,NA,NA,AA,AA,BB,BB,BB,BB,BB,BB,AA,NA,AA,BB,AA,NA,AA,BB,AA,BB,AA
5545,0.009818912,AA,BB,BB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB
5450,0.009928802,AA,BB,BB,AB,AB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AB,AA,BB,AA
5427,0.009946582,AA,BB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5130,0.009952078,NA,BB,NA,NA,BB,NA,NA,NA,NA,NA,BB,BB,NA,BB,NA,NA,NA,NA,NA,NA,BB,NA,NA,NA,NA,BB,NA,NA,NA,NA,NA,NA,NA,NA,BB,NA,NA,NA,NA,NA,NA,NA,NA
5201,0.010182902,AA,BB,BB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AB,AA,BB,AA
5046,0.010322973,AA,BB,BB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,AB,AB,AA,AB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5620,0.010401798,AB,AB,AB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB
5136,0.010443346,AB,AB,AA,AA,AA,BB,BB,BB,NA,AA,AB,AB,AB,AB,AB,BB,AB,AB,AB,AB,BB,NA,BB,AB,NA,BB,AA,AB,AA,NA,BB,AB,BB,NA,BB,AB,BB,BB,BB,AA,BB,AA,NA
5604,0.010692762,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,NA,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5494,0.010929183,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,AB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5167,0.011045352,AA,BB,BB,AB,AB,AB,BB,BB,AB,AB,AB,AB,AB,AB,NA,AB,AB,AA,AB,AB,AB,AA,AB,BB,AB,AB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5584,0.011144326,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,AB,AB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AB,AA,BB,AA,AA,AA,BB,AA,BB,AA
5536,0.011470092,AA,BB,AA,AA,AA,BB,AB,AB,BB,AB,BB,BB,AA,BB,AB,AB,AB,AA,BB,AA,AB,AB,AA,NA,AB,AA,AB,AA,AA,AB,AB,AB,AB,AB,AA,BB,AB,AB,AB,AB,AB,AB,AA
5549,0.011477275,AA,BB,BB,AB,BB,AA,BB,BB,AA,AA,AA,AA,BB,NA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AB,AA,AA,BB,AA,BB,AA
5585,0.011678242,AA,BB,BB,AA,AB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB
5305,0.011829225,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5500,0.011872475,AA,BB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5366,0.011918969,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5551,0.012077264,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5495,0.012143386,AA,BB,BB,AA,AB,BB,AA,AA,AB,BB,AB,AB,AA,AB,AB,BB,BB,AB,AA,BB,AB,BB,BB,AA,BB,AB,AB,BB,AB,AB,BB,BB,AB,BB,AB,AB,AB,AB,AA,AB,AB,BB,AB
5092,0.012383515,AB,AB,AB,AA,BB,BB,AB,AB,AA,AB,AA,AA,AB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,BB,BB,AB,AB,AB,AA,AA,AB,AB,AB,AA,AB,AB,AB,BB,AB
5570,0.012467668,AA,BB,BB,AB,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA,AB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AB,AA,BB,AA
5482,0.012490434,NA,BB,BB,AA,AB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,AB,AA,NA,BB,AA,BB,NA,NA,AA,AA,AA,BB,BB,BB,BB,NA,BB,AA,AA,AA,BB,AA,NA,AA,BB,AA,BB,NA
5448,0.012624492,AA,BB,BB,AA,AB,BB,AB,AB,BB,AA,AB,AB,AB,AB,AB,AA,AA,AB,AB,AB,BB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AA,AB,AB,AB,AA,AB,BB,AB,AB,AB,AB,AB,BB
5113,0.012649775,BB,NA,NA,NA,NA,BB,NA,NA,NA,NA,BB,BB,NA,NA,AA,NA,NA,BB,AA,BB,AA,NA,AA,BB,BB,NA,NA,NA,AA,AA,NA,AA,BB,BB,BB,NA,NA,BB,NA,NA,NA,AB,BB
5186,0.012912605,AA,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,AB,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB
5389,0.013080112,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,AB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AB,BB,AA
5194,0.013086711,AA,BB,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5421,0.013865653,AA,BB,BB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,BB,BB,BB,AB,AB,AB,AA,AB,AB,AB,AA,AB,AB,AB,AB
5101,0.013942197,AA,BB,BB,BB,BB,AB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,AB,BB,AA,AA,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
5537,0.014126971,AB,BB,AA,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,AA,AA,AA,BB,BB,BB,AA,AA,AA,AB,AA,AA,BB,BB,BB,AB,AB,AA,AB,AB,AB,BB,AA
5507,0.014298529,NA,NA,BB,AA,NA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,NA,NA,AA,AA,BB,BB,BB,NA,NA,NA,AA,AA,NA,BB,AA,AA,AA,BB,AA,NA,NA
5485,0.014376398,AA,BB,AB,AB,BB,AB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AB,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,AA,BB,AA
